,GEO,North American Industry Classification System (NAICS),REF_DATE,VALUE,Quarter,Year,Difference by Quarter,Median by Quarter,Median Change by Quarter,MAD by Quarter,Lower Bound,Upper Bound,ZScore,Normality
4780,Canada,Petroleum and coal products manufacturing [324],2022-01-01,88.8,1,2022,8.200000000000003,85.8,0.0,4.900000000000006,75.99999999999999,95.60000000000001,0.6122448979591829,Normal
4781,Canada,Chemical manufacturing [325],2022-01-01,78.5,1,2022,1.2999999999999972,80.1,-1.0999999999999943,3.0,74.1,86.1,-0.5333333333333314,Normal
4782,Canada,Plastics and rubber products manufacturing [326],2022-01-01,75.5,1,2022,1.2999999999999972,80.0,0.9000000000000057,5.099999999999994,69.80000000000001,90.19999999999999,-0.8823529411764716,Normal
4783,Canada,Plastic product manufacturing [3261],2022-01-01,75.0,1,2022,0.7999999999999972,77.7,0.7999999999999972,5.299999999999997,67.10000000000001,88.3,-0.5094339622641517,Normal
4784,Canada,Rubber product manufacturing [3262],2022-01-01,78.6,1,2022,4.3999999999999915,83.8,-0.9000000000000057,6.400000000000006,70.99999999999999,96.60000000000001,-0.8124999999999998,Normal
4785,Canada,Non-metallic mineral product manufacturing [327],2022-01-01,75.3,1,2022,-0.7000000000000028,76.0,1.5999999999999943,5.400000000000006,65.19999999999999,86.80000000000001,-0.12962962962963,Normal
4786,Canada,Primary metal manufacturing [331],2022-01-01,73.1,1,2022,-4.200000000000003,84.7,0.4000000000000057,6.0,72.7,96.7,-1.9333333333333347,Normal
4787,Canada,Fabricated metal product manufacturing [332],2022-01-01,74.5,1,2022,6.099999999999994,77.5,-0.29999999999999716,3.200000000000003,71.1,83.9,-0.9374999999999992,Normal
4788,Canada,Machinery manufacturing [333],2022-01-01,77.0,1,2022,2.299999999999997,77.6,0.7999999999999972,4.0,69.6,85.6,-0.14999999999999858,Normal
4789,Canada,Computer and electronic product manufacturing [334],2022-01-01,77.8,1,2022,-2.9000000000000057,81.7,0.0,3.0999999999999943,75.50000000000001,87.89999999999999,-1.2580645161290365,Normal
4790,Canada,"Electrical equipment, appliance and component manufacturing [335]",2022-01-01,80.9,1,2022,4.900000000000006,78.9,0.0,3.700000000000003,71.5,86.30000000000001,0.5405405405405401,Normal
4791,Canada,Transportation equipment manufacturing [336],2022-01-01,68.7,1,2022,-5.700000000000003,83.1,0.20000000000000284,4.099999999999994,74.9,91.29999999999998,-3.512195121951222,Normal
4792,Canada,Furniture and related product manufacturing [337],2022-01-01,82.8,1,2022,7.799999999999997,79.1,0.0,3.200000000000003,72.69999999999999,85.5,1.1562499999999998,Normal
4793,Canada,Miscellaneous manufacturing [339],2022-01-01,77.8,1,2022,-0.4000000000000057,79.5,-1.0,3.700000000000003,72.1,86.9,-0.4594594594594599,Normal
4794,Canada,Total industrial,2022-04-01,81.3,2,2022,1.2000000000000028,81.6,0.0,2.299999999999997,77.0,86.19999999999999,-0.13043478260869457,Normal
4795,Canada,Forestry and logging [113],2022-04-01,83.7,2,2022,-6.8999999999999915,83.3,0.10000000000000853,4.8999999999999915,73.50000000000001,93.09999999999998,0.08163265306122579,Normal
4796,Canada,Mining and oil and gas extraction [21],2022-04-01,75.7,2,2022,5.700000000000003,77.4,0.10000000000000853,4.3999999999999915,68.60000000000002,86.19999999999999,-0.38636363636363774,Normal
4797,Canada,Oil and gas extraction [211],2022-04-01,77.4,2,2022,5.200000000000003,78.6,0.29999999999999716,4.3999999999999915,69.80000000000001,87.39999999999998,-0.27272727272727065,Normal
4798,Canada,Mining,2022-04-01,72.8,2,2022,6.5,73.6,0.4000000000000057,4.599999999999994,64.4,82.79999999999998,-0.17391304347826048,Normal
4799,Canada,"Electric power generation, transmission and distribution [2211]",2022-04-01,82.8,2,2022,0.5,82.8,0.0,1.5,79.8,85.8,0.0,Normal
4800,Canada,Construction [23],2022-04-01,90.9,2,2022,-2.5999999999999943,86.8,0.0,2.5,81.8,91.8,1.6400000000000035,Normal
4801,Canada,Manufacturing [31-33],2022-04-01,77.8,2,2022,1.5999999999999943,81.1,0.20000000000000284,2.4000000000000057,76.29999999999998,85.9,-1.3749999999999956,Normal
4802,Canada,Food manufacturing [311],2022-04-01,79.3,2,2022,0.3999999999999915,79.5,0.0,1.2000000000000028,77.1,81.9,-0.16666666666666863,Normal
4803,Canada,Beverage and tobacco product manufacturing [312],2022-04-01,76.6,2,2022,3.799999999999997,73.9,-0.10000000000000853,2.3000000000000114,69.29999999999998,78.50000000000003,1.17391304347825,Normal
4804,Canada,Beverage manufacturing [3121],2022-04-01,78.6,2,2022,6.3999999999999915,77.3,-0.4000000000000057,3.200000000000003,70.89999999999999,83.7,0.4062499999999988,Normal
4805,Canada,Tobacco manufacturing [3122],2022-04-01,69.8,2,2022,-5.400000000000006,67.8,-0.10000000000000142,4.5,58.8,76.8,0.4444444444444444,Normal
4806,Canada,Textiles,2022-04-01,78.4,2,2022,2.5,76.6,-0.10000000000000853,3.200000000000003,70.19999999999999,83.0,0.562500000000003,Normal
4807,Canada,Textile mills [313],2022-04-01,80.3,2,2022,1.8999999999999915,78.0,0.0,4.0,70.0,86.0,0.5749999999999993,Normal
4808,Canada,Textile product mills [314],2022-04-01,76.4,2,2022,3.0,74.8,-1.0,5.5,63.8,85.8,0.29090909090909245,Normal
4809,Canada,Clothing manufacturing [315],2022-04-01,77.6,2,2022,8.5,79.5,-0.4000000000000057,4.200000000000003,71.1,87.9,-0.45238095238095344,Normal
4810,Canada,Leather and allied product manufacturing [316],2022-04-01,78.8,2,2022,-3.200000000000003,76.0,0.20000000000000284,5.599999999999994,64.80000000000001,87.19999999999999,0.5,Normal
4811,Canada,Wood product manufacturing [321],2022-04-01,81.6,2,2022,-2.6000000000000085,82.5,-1.0,4.400000000000006,73.69999999999999,91.30000000000001,-0.20454545454545559,Normal
4812,Canada,Paper manufacturing [322],2022-04-01,84.6,2,2022,-0.6000000000000085,88.1,-0.6999999999999886,2.0999999999999943,83.9,92.29999999999998,-1.6666666666666712,Normal
4813,Canada,Printing and related support activities [323],2022-04-01,77.0,2,2022,4.799999999999997,75.4,0.09999999999999432,2.1999999999999886,71.00000000000003,79.79999999999998,0.7272727272727284,Normal
4814,Canada,Petroleum and coal products manufacturing [324],2022-04-01,86.8,2,2022,3.8999999999999915,86.7,0.4000000000000057,4.599999999999994,77.50000000000001,95.89999999999999,0.0217391304347814,Normal
4815,Canada,Chemical manufacturing [325],2022-04-01,78.4,2,2022,-1.0,80.0,0.20000000000000284,3.200000000000003,73.6,86.4,-0.4999999999999978,Normal
4816,Canada,Plastics and rubber products manufacturing [326],2022-04-01,73.2,2,2022,0.10000000000000853,80.5,0.5,4.200000000000003,72.1,88.9,-1.7380952380952361,Normal
4817,Canada,Plastic product manufacturing [3261],2022-04-01,72.7,2,2022,-0.7000000000000028,78.3,0.0,4.799999999999997,68.7,87.89999999999999,-1.166666666666666,Normal
4818,Canada,Rubber product manufacturing [3262],2022-04-01,76.0,2,2022,4.099999999999994,84.6,0.0,4.6000000000000085,75.39999999999998,93.80000000000001,-1.8695652173912995,Normal
4819,Canada,Non-metallic mineral product manufacturing [327],2022-04-01,74.5,2,2022,0.09999999999999432,75.6,0.09999999999999432,4.299999999999997,67.0,84.19999999999999,-0.25581395348837094,Normal
4820,Canada,Primary metal manufacturing [331],2022-04-01,75.2,2,2022,-1.7999999999999972,87.0,0.0,5.299999999999997,76.4,97.6,-2.2264150943396235,Normal
4821,Canada,Fabricated metal product manufacturing [332],2022-04-01,75.4,2,2022,1.8000000000000114,77.9,0.3999999999999915,2.5999999999999943,72.70000000000002,83.1,-0.9615384615384637,Normal
4822,Canada,Machinery manufacturing [333],2022-04-01,78.5,2,2022,3.700000000000003,78.6,0.20000000000000284,2.8000000000000114,72.99999999999997,84.20000000000002,-0.03571428571428354,Normal
4823,Canada,Computer and electronic product manufacturing [334],2022-04-01,77.4,2,2022,-3.5,80.4,0.0,5.8999999999999915,68.60000000000002,92.19999999999999,-0.5084745762711872,Normal
4824,Canada,"Electrical equipment, appliance and component manufacturing [335]",2022-04-01,85.1,2,2022,5.8999999999999915,78.0,0.0,3.0,72.0,84.0,2.366666666666665,Unusual
4825,Canada,Transportation equipment manufacturing [336],2022-04-01,72.6,2,2022,5.5,84.3,0.5999999999999943,4.299999999999997,75.7,92.89999999999999,-2.720930232558142,Normal
4826,Canada,Furniture and related product manufacturing [337],2022-04-01,83.0,2,2022,4.900000000000006,78.9,0.0,2.9000000000000057,73.1,84.70000000000002,1.4137931034482711,Normal
4827,Canada,Miscellaneous manufacturing [339],2022-04-01,77.8,2,2022,2.299999999999997,79.5,0.0,2.9000000000000057,73.69999999999999,85.30000000000001,-0.586206896551724,Normal
4828,Canada,Total industrial,2022-07-01,80.9,3,2022,1.4000000000000057,81.6,0.0,2.1000000000000014,77.39999999999999,85.8,-0.3333333333333277,Normal
4829,Canada,Forestry and logging [113],2022-07-01,83.4,3,2022,-2.0,82.9,0.29999999999999716,5.5,71.9,93.9,0.09090909090909091,Normal
4830,Canada,Mining and oil and gas extraction [21],2022-07-01,76.3,3,2022,3.5999999999999943,78.4,0.19999999999999574,3.9499999999999957,70.50000000000001,86.3,-0.5316455696202559,Normal
4831,Canada,Oil and gas extraction [211],2022-07-01,78.0,3,2022,2.5999999999999943,78.0,-0.25,4.650000000000006,68.69999999999999,87.30000000000001,0.0,Normal
4832,Canada,Mining,2022-07-01,73.6,3,2022,5.3999999999999915,73.55,0.14999999999999858,5.350000000000001,62.849999999999994,84.25,0.009345794392522831,Normal
4833,Canada,"Electric power generation, transmission and distribution [2211]",2022-07-01,84.5,3,2022,2.5,83.45,0.19999999999999574,2.049999999999997,79.35000000000001,87.55,0.5121951219512189,Normal
4834,Canada,Construction [23],2022-07-01,89.4,3,2022,-1.0,87.4,0.0,2.4000000000000057,82.6,92.20000000000002,0.8333333333333314,Normal
4835,Canada,Manufacturing [31-33],2022-07-01,77.1,3,2022,1.5999999999999943,80.8,0.0,2.4499999999999957,75.9,85.69999999999999,-1.510204081632657,Normal
4836,Canada,Food manufacturing [311],2022-07-01,79.6,3,2022,1.5,79.85,-0.10000000000000142,1.0999999999999943,77.65,82.04999999999998,-0.22727272727272846,Normal
4837,Canada,Beverage and tobacco product manufacturing [312],2022-07-01,73.6,3,2022,-0.10000000000000853,73.6,-0.05000000000000426,2.1000000000000014,69.39999999999999,77.8,0.0,Normal
4838,Canada,Beverage manufacturing [3121],2022-07-01,75.9,3,2022,2.0,76.65,0.05000000000000426,3.8500000000000014,68.95,84.35000000000001,-0.19480519480519473,Normal
4839,Canada,Tobacco manufacturing [3122],2022-07-01,66.8,3,2022,-6.1000000000000085,67.15,-0.8500000000000014,3.450000000000003,60.25,74.05000000000001,-0.10144927536232123,Normal
4840,Canada,Textiles,2022-07-01,77.1,3,2022,1.5,76.65,0.25,3.3999999999999986,69.85000000000001,83.45,0.1323529411764673,Normal
4841,Canada,Textile mills [313],2022-07-01,79.7,3,2022,1.7999999999999972,77.0,0.10000000000000853,3.299999999999997,70.4,83.6,0.8181818181818198,Normal
4842,Canada,Textile product mills [314],2022-07-01,74.4,3,2022,1.2000000000000028,74.45,0.24999999999999645,4.700000000000003,65.05,83.85000000000001,-0.010638297872339815,Normal
4843,Canada,Clothing manufacturing [315],2022-07-01,83.6,3,2022,9.899999999999991,79.19999999999999,-1.9499999999999957,4.000000000000007,71.19999999999997,87.2,1.0999999999999994,Normal
4844,Canada,Leather and allied product manufacturing [316],2022-07-01,75.4,3,2022,-1.7999999999999972,74.30000000000001,0.05000000000000071,2.79999999999999,68.70000000000003,79.89999999999999,0.39285714285714224,Normal
4845,Canada,Wood product manufacturing [321],2022-07-01,81.1,3,2022,-0.7000000000000028,83.25,-1.0,4.5,74.25,92.25,-0.477777777777779,Normal
4846,Canada,Paper manufacturing [322],2022-07-01,85.3,3,2022,0.20000000000000284,88.35,-0.10000000000000142,2.5999999999999943,83.15,93.54999999999998,-1.1730769230769245,Normal
4847,Canada,Printing and related support activities [323],2022-07-01,78.2,3,2022,7.200000000000003,75.85,0.3999999999999986,3.0,69.85,81.85,0.7833333333333362,Normal
4848,Canada,Petroleum and coal products manufacturing [324],2022-07-01,85.6,3,2022,-0.10000000000000853,86.6,0.7499999999999929,3.1499999999999986,80.3,92.89999999999999,-0.3174603174603176,Normal
4849,Canada,Chemical manufacturing [325],2022-07-01,74.9,3,2022,-2.0,80.4,-0.19999999999999574,3.6499999999999986,73.10000000000001,87.7,-1.5068493150684938,Normal
4850,Canada,Plastics and rubber products manufacturing [326],2022-07-01,69.9,3,2022,-2.5,79.75,-0.04999999999999716,4.650000000000006,70.44999999999999,89.05000000000001,-2.1182795698924695,Normal
4851,Canada,Plastic product manufacturing [3261],2022-07-01,69.2,3,2022,-3.299999999999997,78.05,0.10000000000000142,4.199999999999996,69.65,86.44999999999999,-2.107142857142858,Normal
4852,Canada,Rubber product manufacturing [3262],2022-07-01,73.9,3,2022,2.200000000000003,86.0,1.1000000000000014,4.25,77.5,94.5,-2.8470588235294105,Normal
4853,Canada,Non-metallic mineral product manufacturing [327],2022-07-01,71.5,3,2022,-2.0,75.4,-0.3500000000000014,4.200000000000003,67.0,83.80000000000001,-0.9285714285714293,Normal
4854,Canada,Primary metal manufacturing [331],2022-07-01,73.7,3,2022,-4.099999999999994,85.4,-0.5999999999999943,5.149999999999999,75.10000000000001,95.7,-2.271844660194176,Normal
4855,Canada,Fabricated metal product manufacturing [332],2022-07-01,75.2,3,2022,4.200000000000003,78.05,-0.25,2.799999999999997,72.45,83.64999999999999,-1.017857142857142,Normal
4856,Canada,Machinery manufacturing [333],2022-07-01,79.1,3,2022,2.1999999999999886,78.75,0.75,2.950000000000003,72.85,84.65,0.11864406779660813,Normal
4857,Canada,Computer and electronic product manufacturing [334],2022-07-01,79.1,3,2022,0.3999999999999915,81.75,0.45000000000000284,3.9000000000000057,73.94999999999999,89.55000000000001,-0.67948717948718,Normal
4858,Canada,"Electrical equipment, appliance and component manufacturing [335]",2022-07-01,84.9,3,2022,6.0,78.15,0.0,3.25,71.65,84.65,2.076923076923077,Unusual
4859,Canada,Transportation equipment manufacturing [336],2022-07-01,74.4,3,2022,10.300000000000011,83.1,0.7000000000000028,4.400000000000006,74.29999999999998,91.9,-1.9772727272727222,Normal
4860,Canada,Furniture and related product manufacturing [337],2022-07-01,80.9,3,2022,0.6000000000000085,79.69999999999999,0.10000000000000142,3.1000000000000156,73.49999999999996,85.90000000000002,0.38709677419355193,Normal
4861,Canada,Miscellaneous manufacturing [339],2022-07-01,75.6,3,2022,-3.5,79.55000000000001,-0.05000000000000426,3.04999999999999,73.45000000000003,85.64999999999999,-1.2950819672131246,Normal
4862,Canada,Total industrial,2022-10-01,80.2,4,2022,0.10000000000000853,81.35,0.0,2.0999999999999943,77.15,85.54999999999998,-0.547619047619045,Normal
4863,Canada,Forestry and logging [113],2022-10-01,81.3,4,2022,-3.299999999999997,80.19999999999999,-0.15000000000000568,4.500000000000007,71.19999999999997,89.2,0.24444444444444596,Normal
4864,Canada,Mining and oil and gas extraction [21],2022-10-01,74.4,4,2022,1.3000000000000114,77.1,0.20000000000000284,4.350000000000001,68.39999999999999,85.8,-0.6206896551724109,Normal
4865,Canada,Oil and gas extraction [211],2022-10-01,75.9,4,2022,0.10000000000000853,78.45,-0.14999999999999858,4.5,69.45,87.45,-0.566666666666666,Normal
4866,Canada,Mining,2022-10-01,71.9,4,2022,3.1000000000000085,72.35,-0.29999999999999716,4.449999999999996,63.45,81.24999999999999,-0.10112359550561552,Normal
4867,Canada,"Electric power generation, transmission and distribution [2211]",2022-10-01,82.3,4,2022,1.2999999999999972,83.4,-0.2499999999999929,1.3999999999999986,80.60000000000001,86.2,-0.7857142857142926,Normal
4868,Canada,Construction [23],2022-10-01,88.7,4,2022,-1.8999999999999915,87.75,0.10000000000000142,3.1000000000000014,81.55,93.95,0.3064516129032266,Normal
4869,Canada,Manufacturing [31-33],2022-10-01,77.1,4,2022,0.5,80.6,0.10000000000000853,2.9000000000000057,74.79999999999998,86.4,-1.2068965517241355,Normal
4870,Canada,Food manufacturing [311],2022-10-01,79.6,4,2022,0.5999999999999943,80.0,0.04999999999999716,0.7999999999999972,78.4,81.6,-0.5000000000000089,Normal
4871,Canada,Beverage and tobacco product manufacturing [312],2022-10-01,71.6,4,2022,-3.6000000000000085,74.0,0.3500000000000014,2.3500000000000014,69.3,78.7,-1.0212765957446825,Normal
4872,Canada,Beverage manufacturing [3121],2022-10-01,77.0,4,2022,2.5,77.35,0.25,4.5,68.35,86.35,-0.07777777777777652,Normal
4873,Canada,Tobacco manufacturing [3122],2022-10-01,57.5,4,2022,-20.400000000000006,67.85,0.29999999999999716,5.149999999999999,57.55,78.14999999999999,-2.009708737864077,Normal
4874,Canada,Textiles,2022-10-01,75.2,4,2022,-0.8999999999999915,76.25,-0.10000000000000142,3.1499999999999986,69.95,82.55,-0.3333333333333326,Normal
4875,Canada,Textile mills [313],2022-10-01,79.8,4,2022,-1.6000000000000085,78.44999999999999,0.04999999999999716,3.999999999999986,70.45000000000002,86.44999999999996,0.33750000000000335,Normal
4876,Canada,Textile product mills [314],2022-10-01,70.7,4,2022,-0.3999999999999915,74.05,-0.3999999999999986,5.25,63.55,84.55,-0.638095238095237,Normal
4877,Canada,Clothing manufacturing [315],2022-10-01,79.3,4,2022,5.599999999999994,77.75,-0.14999999999999858,3.799999999999997,70.15,85.35,0.4078947368421048,Normal
4878,Canada,Leather and allied product manufacturing [316],2022-10-01,78.2,4,2022,2.200000000000003,75.25,1.0,4.25,66.75,83.75,0.6941176470588242,Normal
4879,Canada,Wood product manufacturing [321],2022-10-01,78.9,4,2022,-2.3999999999999915,83.4,-1.5,4.5,74.4,92.4,-1.0,Normal
4880,Canada,Paper manufacturing [322],2022-10-01,83.3,4,2022,-0.20000000000000284,87.85,-0.6000000000000014,2.0500000000000043,83.74999999999999,91.95,-2.219512195121945,Normal
4881,Canada,Printing and related support activities [323],2022-10-01,78.1,4,2022,2.5,75.30000000000001,0.14999999999999858,2.8499999999999943,69.60000000000002,81.0,0.9824561403508731,Normal
4882,Canada,Petroleum and coal products manufacturing [324],2022-10-01,84.0,4,2022,-1.7000000000000028,86.0,-0.8999999999999986,4.700000000000003,76.6,95.4,-0.42553191489361675,Normal
4883,Canada,Chemical manufacturing [325],2022-10-01,74.0,4,2022,-2.9000000000000057,80.4,-0.05000000000000426,3.6500000000000057,73.1,87.70000000000002,-1.7534246575342454,Normal
4884,Canada,Plastics and rubber products manufacturing [326],2022-10-01,69.4,4,2022,-4.5,80.65,0.5,4.899999999999999,70.85000000000001,90.45,-2.2959183673469394,Normal
4885,Canada,Plastic product manufacturing [3261],2022-10-01,68.5,4,2022,-5.700000000000003,78.0,0.5,5.549999999999997,66.9,89.1,-1.7117117117117127,Normal
4886,Canada,Rubber product manufacturing [3262],2022-10-01,74.2,4,2022,1.9000000000000057,84.35,0.09999999999999432,4.350000000000001,75.64999999999999,93.05,-2.333333333333331,Normal
4887,Canada,Non-metallic mineral product manufacturing [327],2022-10-01,69.7,4,2022,-4.700000000000003,76.25,-0.04999999999999716,4.549999999999997,67.15,85.35,-1.4395604395604398,Normal
4888,Canada,Primary metal manufacturing [331],2022-10-01,73.6,4,2022,-2.6000000000000085,84.65,-0.14999999999999858,6.199999999999996,72.25000000000001,97.05,-1.7822580645161321,Normal
4889,Canada,Fabricated metal product manufacturing [332],2022-10-01,76.2,4,2022,4.1000000000000085,77.55000000000001,0.3999999999999986,3.3500000000000014,70.85000000000001,84.25000000000001,-0.40298507462686806,Normal
4890,Canada,Machinery manufacturing [333],2022-10-01,79.7,4,2022,1.6000000000000085,77.94999999999999,0.15000000000000568,3.5,70.94999999999999,84.94999999999999,0.5000000000000041,Normal
4891,Canada,Computer and electronic product manufacturing [334],2022-10-01,79.5,4,2022,0.29999999999999716,81.4,0.29999999999999716,3.049999999999997,75.30000000000001,87.5,-0.6229508196721336,Normal
4892,Canada,"Electrical equipment, appliance and component manufacturing [335]",2022-10-01,84.4,4,2022,5.5,77.95,1.3000000000000043,3.950000000000003,70.05,85.85000000000001,1.632911392405063,Normal
4893,Canada,Transportation equipment manufacturing [336],2022-10-01,78.3,4,2022,9.099999999999994,83.05,-0.19999999999999574,4.000000000000007,75.04999999999998,91.05000000000001,-1.187499999999998,Normal
4894,Canada,Furniture and related product manufacturing [337],2022-10-01,81.1,4,2022,-0.6000000000000085,79.1,0.05000000000000426,3.1499999999999986,72.8,85.39999999999999,0.6349206349206352,Normal
4895,Canada,Miscellaneous manufacturing [339],2022-10-01,74.7,4,2022,-2.8999999999999915,78.45,-0.3499999999999943,3.0,72.45,84.45,-1.25,Normal
4896,Canada,Total industrial,2023-01-01,80.1,1,2023,-0.5,81.1,0.20000000000000284,2.299999999999997,76.5,85.69999999999999,-0.4347826086956527,Normal
4897,Canada,Forestry and logging [113],2023-01-01,79.7,1,2023,-4.5,81.8,-1.2999999999999972,4.700000000000003,72.39999999999999,91.2,-0.4468085106382964,Normal
4898,Canada,Mining and oil and gas extraction [21],2023-01-01,74.3,1,2023,1.5,77.9,0.20000000000000284,4.5,68.9,86.9,-0.8000000000000019,Normal
4899,Canada,Oil and gas extraction [211],2023-01-01,75.7,1,2023,0.4000000000000057,78.5,0.0,4.700000000000003,69.1,87.9,-0.5957446808510629,Normal
4900,Canada,Mining,2023-01-01,72.1,1,2023,3.5,73.7,0.5,5.1000000000000085,63.499999999999986,83.90000000000002,-0.3137254901960796,Normal
4901,Canada,"Electric power generation, transmission and distribution [2211]",2023-01-01,81.9,1,2023,-1.6999999999999886,83.6,0.0,1.9000000000000057,79.79999999999998,87.4,-0.8947368421052545,Normal
4902,Canada,Construction [23],2023-01-01,87.7,1,2023,-3.8999999999999915,87.4,0.29999999999999716,3.1000000000000085,81.19999999999999,93.60000000000002,0.09677419354838591,Normal
4903,Canada,Manufacturing [31-33],2023-01-01,77.8,1,2023,0.7999999999999972,80.7,0.3999999999999915,2.700000000000003,75.3,86.10000000000001,-1.074074074074075,Normal
4904,Canada,Food manufacturing [311],2023-01-01,80.1,1,2023,0.7999999999999972,79.9,-0.29999999999999716,1.0999999999999943,77.70000000000002,82.1,0.18181818181817241,Normal
4905,Canada,Beverage and tobacco product manufacturing [312],2023-01-01,72.0,1,2023,-3.200000000000003,74.1,0.5,2.8000000000000114,68.49999999999997,79.70000000000002,-0.7499999999999949,Normal
4906,Canada,Beverage manufacturing [3121],2023-01-01,75.3,1,2023,-0.10000000000000853,76.5,0.20000000000000284,3.200000000000003,70.1,82.9,-0.37500000000000056,Normal
4907,Canada,Tobacco manufacturing [3122],2023-01-01,62.4,1,2023,-11.800000000000004,67.5,0.0,4.799999999999997,57.900000000000006,77.1,-1.0625000000000009,Normal
4908,Canada,Textiles,2023-01-01,76.9,1,2023,2.1000000000000085,76.8,-0.5,3.700000000000003,69.39999999999999,84.2,0.02702702702702931,Normal
4909,Canada,Textile mills [313],2023-01-01,81.9,1,2023,3.1000000000000085,78.0,0.5,3.5,71.0,85.0,1.1142857142857159,Normal
4910,Canada,Textile product mills [314],2023-01-01,71.9,1,2023,1.2000000000000028,74.0,0.0,4.599999999999994,64.80000000000001,83.19999999999999,-0.4565217391304341,Normal
4911,Canada,Clothing manufacturing [315],2023-01-01,83.6,1,2023,7.299999999999997,78.0,-0.5,4.700000000000003,68.6,87.4,1.1914893617021258,Normal
4912,Canada,Leather and allied product manufacturing [316],2023-01-01,80.8,1,2023,3.299999999999997,75.6,1.9000000000000057,5.200000000000003,65.19999999999999,86.0,1.0,Normal
4913,Canada,Wood product manufacturing [321],2023-01-01,77.2,1,2023,-5.0,83.1,0.0,4.099999999999994,74.9,91.29999999999998,-1.4390243902439024,Normal
4914,Canada,Paper manufacturing [322],2023-01-01,82.6,1,2023,-1.1000000000000085,88.4,0.09999999999999432,2.0,84.4,92.4,-2.9000000000000057,Normal
4915,Canada,Printing and related support activities [323],2023-01-01,79.3,1,2023,4.0,75.3,0.0,2.6000000000000085,70.09999999999998,80.50000000000001,1.5384615384615334,Normal
4916,Canada,Petroleum and coal products manufacturing [324],2023-01-01,86.3,1,2023,-2.5,85.8,0.0,4.900000000000006,75.99999999999999,95.60000000000001,0.10204081632653049,Normal
4917,Canada,Chemical manufacturing [325],2023-01-01,75.2,1,2023,-3.299999999999997,80.1,-1.0999999999999943,3.0,74.1,86.1,-1.6333333333333304,Normal
4918,Canada,Plastics and rubber products manufacturing [326],2023-01-01,67.0,1,2023,-8.5,80.0,0.9000000000000057,5.099999999999994,69.80000000000001,90.19999999999999,-2.54901960784314,Normal
4919,Canada,Plastic product manufacturing [3261],2023-01-01,66.0,1,2023,-9.0,77.7,0.7999999999999972,5.299999999999997,67.10000000000001,88.3,-2.2075471698113223,Normal
4920,Canada,Rubber product manufacturing [3262],2023-01-01,72.1,1,2023,-6.5,83.8,-0.9000000000000057,6.400000000000006,70.99999999999999,96.60000000000001,-1.828124999999999,Normal
4921,Canada,Non-metallic mineral product manufacturing [327],2023-01-01,71.5,1,2023,-3.799999999999997,76.0,1.5999999999999943,5.400000000000006,65.19999999999999,86.80000000000001,-0.8333333333333325,Normal
4922,Canada,Primary metal manufacturing [331],2023-01-01,74.5,1,2023,1.4000000000000057,84.7,0.4000000000000057,6.0,72.7,96.7,-1.7000000000000004,Normal
4923,Canada,Fabricated metal product manufacturing [332],2023-01-01,76.4,1,2023,1.9000000000000057,77.5,-0.29999999999999716,3.200000000000003,71.1,83.9,-0.34374999999999795,Normal
4924,Canada,Machinery manufacturing [333],2023-01-01,79.5,1,2023,2.5,77.6,0.7999999999999972,4.0,69.6,85.6,0.4750000000000014,Normal
4925,Canada,Computer and electronic product manufacturing [334],2023-01-01,80.4,1,2023,2.6000000000000085,81.7,0.0,3.0999999999999943,75.50000000000001,87.89999999999999,-0.41935483870967727,Normal
4926,Canada,"Electrical equipment, appliance and component manufacturing [335]",2023-01-01,85.8,1,2023,4.8999999999999915,78.9,0.0,3.700000000000003,71.5,86.30000000000001,1.8648648648648611,Normal
4927,Canada,Transportation equipment manufacturing [336],2023-01-01,80.3,1,2023,11.599999999999994,83.1,0.20000000000000284,4.099999999999994,74.9,91.29999999999998,-0.682926829268293,Normal
4928,Canada,Furniture and related product manufacturing [337],2023-01-01,81.4,1,2023,-1.3999999999999915,79.1,0.0,3.200000000000003,72.69999999999999,85.5,0.7187500000000029,Normal
4929,Canada,Miscellaneous manufacturing [339],2023-01-01,74.3,1,2023,-3.5,79.5,-1.0,3.700000000000003,72.1,86.9,-1.405405405405405,Normal
4930,Canada,Total industrial,2023-04-01,79.7,2,2023,-1.5999999999999943,81.6,0.0,2.299999999999997,77.0,86.19999999999999,-0.8260869565217365,Normal
4931,Canada,Forestry and logging [113],2023-04-01,76.2,2,2023,-7.5,83.3,0.10000000000000853,4.8999999999999915,73.50000000000001,93.09999999999998,-1.448979591836736,Normal
4932,Canada,Mining and oil and gas extraction [21],2023-04-01,73.4,2,2023,-2.299999999999997,77.4,0.10000000000000853,4.3999999999999915,68.60000000000002,86.19999999999999,-0.9090909090909108,Normal
4933,Canada,Oil and gas extraction [211],2023-04-01,75.1,2,2023,-2.3000000000000114,78.6,0.29999999999999716,4.3999999999999915,69.80000000000001,87.39999999999998,-0.795454545454547,Normal
4934,Canada,Mining,2023-04-01,70.5,2,2023,-2.299999999999997,73.6,0.4000000000000057,4.599999999999994,64.4,82.79999999999998,-0.6739130434782604,Normal
4935,Canada,"Electric power generation, transmission and distribution [2211]",2023-04-01,82.1,2,2023,-0.7000000000000028,82.8,0.0,1.5,79.8,85.8,-0.46666666666666856,Normal
4936,Canada,Construction [23],2023-04-01,87.0,2,2023,-3.9000000000000057,86.8,0.0,2.5,81.8,91.8,0.08000000000000114,Normal
